1000	-52.721
999	-46.845
998	-42.428
997	-39.949
996	-39.125
995	-39.54
994	-40.753
993	-42.858
992	-45.604
991	-48.621
990	-52.184
989	-56.223
988	-60.581
987	-64.717
986	-67.251
985	-67.731
984	-66.738
983	-63.416
982	-57.219
981	-49.868
980	-42.921
979	-37.933
978	-35.122
977	-33.947
976	-33.978
975	-34.857
974	-36.499
973	-39.274
972	-43.082
971	-47.806
970	-53.388
969	-59.744
968	-66.957
967	-74.278
966	-81.708
965	-88.413
964	-92.828
963	-93.553
962	-90.018
961	-81.368
960	-69.449
959	-54.606
958	-40.086
957	-26.526
956	-16.937
955	-11.876
954	-8.657
953	-6.68
952	-6.109
951	-5.986
950	-6.128
949	-7.278
948	-8.369
947	-9.556
946	-10.549
945	-11.429
944	-12.304
943	-13.126
942	-14.615
941	-17.672
940	-20.442
939	-22.494
938	-24.815
937	-27.681
936	-30.439
935	-33.066
934	-35.924
933	-39.083
932	-42.541
931	-46.53
930	-51.142
929	-56.474
928	-62.582
927	-68.815
926	-73.95
925	-77.806
924	-81.024
923	-84.01
922	-85.982
921	-87.025
920	-87.022
919	-84.414
918	-79.274
917	-71.811
916	-64.463
915	-59.058
914	-56.374
913	-55.402
912	-54.426
911	-52.889
910	-51.284
909	-49.831
908	-49.48
907	-50.814
906	-52.145
905	-53.372
904	-54.405
903	-55.46
902	-57.307
901	-59.942
900	-63.009
899	-66.305
898	-70.341
897	-74.758
896	-78.896
895	-81.79
894	-83.412
893	-84.051
892	-84.265
891	-84.763
890	-85.259
889	-85.662
888	-85.832
887	-85.955
886	-85.822
885	-85.579
884	-85.095
883	-85.247
882	-87.018
881	-90.241
880	-93.685
879	-96.308
878	-99.185
877	-101.53
876	-103.39
875	-105.25
874	-106.29
873	-106.12
872	-105.16
871	-102.61
870	-97.664
869	-90.049
868	-81.522
867	-71.482
866	-57.909
865	-42.413
864	-34.024
863	-28.847
862	-24.989
861	-22.815
860	-20.728
859	-17.784
858	-15.893
857	-15.528
856	-16.198
855	-16.694
854	-17.575
853	-18.81
852	-19.321
851	-19.19
850	-19.115
849	-19.185
848	-19.151
847	-19.035
846	-18.955
845	-19.066
844	-19.335
843	-20.184
842	-22.213
841	-25.419
840	-29.181
839	-32.613
838	-35.726
837	-37.654
836	-39.199
835	-41.229
834	-43.699
833	-46.347
832	-48.589
831	-49.835
830	-50.078
829	-49.013
828	-48.081
827	-48.148
826	-47.888
825	-47.149
824	-45.888
823	-43.732
822	-42.1
821	-41.402
820	-41.336
819	-41.421
818	-42.266
817	-43.855
816	-46.356
815	-49.717
814	-54.641
813	-60.291
812	-65.267
811	-69.245
810	-72.667
809	-75.491
808	-78.322
807	-81.092
806	-83.427
805	-85.246
804	-87.709
803	-90.743
802	-93.523
801	-96.093
800	-98.632
799	-100.55
798	-102.49
797	-103.24
796	-103.52
795	-103.43
794	-100.11
793	-92.967
792	-84.774
791	-75.286
790	-63.783
789	-52.807
788	-42.912
787	-34.013
786	-29.172
785	-26.716
784	-25.006
783	-23.184
782	-21.584
781	-20.82
780	-20.402
779	-20.094
778	-20.369
777	-21.413
776	-22.436
775	-23.414
774	-24.824
773	-26.706
772	-28.497
771	-30.604
770	-33.268
769	-36.171
768	-39.343
767	-42.629
766	-46.396
765	-50.653
764	-54.13
763	-56.978
762	-60.234
761	-64.381
760	-68.45
759	-72.651
758	-76.945
757	-80.661
756	-83.666
755	-86.311
754	-87.629
753	-87.42
752	-87.586
751	-88.47
750	-88.785
749	-88.714
748	-88.773
747	-89.257
746	-89.576
745	-89.121
744	-86.113
743	-80.228
742	-73.648
741	-68.937
740	-66.404
739	-65.575
738	-65.296
737	-64.912
736	-64.337
735	-63.455
734	-62.091
733	-60.247
732	-59.417
731	-59.846
730	-60.799
729	-62.448
728	-64.993
727	-68.564
726	-73.271
725	-79.094
724	-85.661
723	-91.985
722	-96.835
721	-100.52
720	-103.08
719	-104.37
718	-105.07
717	-104.23
716	-100.26
715	-92.25
714	-82.918
713	-73.791
712	-65.503
711	-58.44
710	-54.556
709	-51.96
708	-50.172
707	-49.182
706	-48.134
705	-46.599
704	-45.059
703	-43.482
702	-41.171
701	-38.255
700	-35.045
699	-31.741
698	-28.468
697	-25.793
696	-23.984
695	-23.056
694	-22.57
693	-22.523
692	-22.555
691	-22.648
690	-23.495
689	-25.644
688	-29.376
687	-35.524
686	-41.128
685	-46.097
684	-51.37
683	-56.421
682	-60.66
681	-64.564
680	-68.669
679	-72.589
678	-76.299
677	-79.735
676	-81.611
675	-82.619
674	-83.199
673	-82.737
672	-81.566
671	-80.482
670	-80.94
669	-82.2
668	-83.324
667	-84.637
666	-86.006
665	-87.771
664	-90.993
663	-95.484
662	-99.089
661	-101.54
660	-103.16
659	-102.26
658	-101.13
657	-99.122
656	-97.628
655	-97.68
654	-98.853
653	-100.49
652	-101.45
651	-101.91
650	-102.1
649	-102.51
648	-102.83
647	-103.05
646	-103.12
645	-103.12
644	-103.48
643	-104.57
642	-106.91
641	-110.14
640	-112.47
639	-114.05
638	-115.79
637	-117.48
636	-119.14
635	-120.9
634	-122.62
633	-123.96
632	-125.8
631	-127.32
630	-127.53
629	-126.25
628	-123.74
627	-119.63
626	-114.3
625	-107.64
624	-99.387
623	-89.968
622	-81.105
621	-71.687
620	-61.448
619	-51.459
618	-42.762
617	-36.323
616	-32.216
615	-29.687
614	-28.103
613	-27.063
612	-26.326
611	-26.022
610	-26.807
609	-28.343
608	-30.162
607	-31.676
606	-32.556
605	-32.896
604	-33.329
603	-34.448
602	-35.784
601	-37.017
600	-37.823
599	-38.302
598	-38.272
597	-38.078
596	-38.472
595	-39.365
594	-41.156
593	-43.423
592	-46.504
591	-49.985
590	-53.419
589	-57.161
588	-60.107
587	-62.641
586	-66.163
585	-68.704
584	-70.228
583	-69.999
582	-64.928
581	-53.522
580	-40.329
579	-30.839
578	-22.723
577	-17.886
576	-15.628
575	-15.144
574	-15.006
573	-15.522
572	-18.683
571	-21.257
570	-24.412
569	-30.642
568	-36.38
567	-40.396
566	-44.5
565	-48.762
564	-52.916
563	-56.562
562	-60.258
561	-63.033
560	-64.985
559	-67.255
558	-69.881
557	-72.659
556	-74.502
555	-75.493
554	-77.483
553	-79.614
552	-82.021
551	-84.685
550	-86.774
549	-88.641
548	-90.456
547	-91.811
546	-91.986
545	-91.1
544	-90.473
543	-89.493
542	-88.805
541	-89.332
540	-89.524
539	-89.35
538	-88.87
537	-87.924
536	-85.401
535	-80.788
534	-74.773
533	-66.257
532	-59.143
531	-54.038
530	-50.736
529	-48.331
528	-47.34
527	-46.922
526	-46.341
525	-45.82
524	-45.756
523	-45.691
522	-45.837
521	-46.642
520	-48.041
519	-50.024
518	-51.421
517	-53.213
516	-55.914
515	-58.438
514	-62.097
513	-65.531
512	-67.371
511	-68.705
510	-69.001
509	-68.453
508	-65.955
507	-62.032
506	-57.412
505	-51.826
504	-47.796
503	-44.259
502	-41.93
501	-40.572
500	-39.706
499	-39.516
498	-39.02
497	-38.931
496	-39.536
495	-39.778
494	-39.612
493	-38.204
492	-41.387
491	-39.944
490	-40.13
489	-37.218
488	-33.621
487	-29.27
486	-20.817
485	-19.071
484	-24.109
483	-27.541
482	-34.843
481	-39.957
480	-47.505
479	-53.888
478	-61.501
477	-68.897
476	-72.873
475	-74.367
474	-78.201
473	-79.346
472	-79.971
471	-82.17
470	-85.34
469	-88.247
468	-89.076
467	-88.854
466	-89.555
465	-90.217
464	-93.347
463	-95.497
462	-99.451
461	-101.333
460	-103.076
459	-104.622
458	-108.282
457	-110.664
456	-113.86
455	-113.359
454	-114.548
453	-115.663
452	-115.597
451	-114.858
450	-113.849
449	-112.341
448	-111.225
447	-109.925
446	-108.326
445	-107.469
444	-106.183
443	-105.333
442	-106.233
441	-107.742
440	-109.961
439	-111.699
438	-113.548
437	-114.96
436	-116.29
435	-116.333
434	-116.189
433	-114.924
432	-111.775
431	-108.23
430	-105.686
429	-52.537
428	-51.708
427	-52.71
426	-51.389
425	-50.386
424	-47.57
423	-40.068
422	-36.628
421	-32.454
420	-30.153
419	-25.848
418	-24.556
417	-21.812
416	-18.591
415	-19.539
414	-19.782
413	-19.99
412	-16.878
411	-14.45
410	-13.899
409	-13.986
408	-11.205
407	-9.823
406	-7.461
405	-6.796
404	-6.63
403	-8.381
402	-9.573
401	-15.842
400	-19.722
399	-21.866
398	-28.452
397	-31.596
396	-32.388
395	-34.642
394	-36.342
393	-39.236
392	-40.812
391	-40.643
390	-41.577
389	-42.098
388	-40.273
387	-39.706
386	-39.725
385	-42.76
384	-44.289
383	-43.162
382	-44.069
381	-45.653
380	-48.387
379	-50.856
378	-51.06
377	-54.466
376	-54.797
375	-56.832
374	-55.766
373	-58.248
372	-57.892
371	-61.111
370	-61.184
369	-64.712
368	-65.908
367	-67.137
366	-69.745
365	-71.333
364	-73.147
363	-74.344
362	-77.93
361	-79.462
360	-85.791
359	-89.082
358	-89.337
357	-92.009
356	-92.577
355	-90.958
354	-88.234
353	-88.312
352	-85.663
351	-84.34
350	-82.976
349	-83.441
348	-83.956
347	-86.422
346	-88.382
345	-96.952
344	-103.729
343	-105.94
342	-106.389
341	-107.795
340	-106.165
339	-104.668
338	-95.241
337	-90.919
336	-86.309
335	-83.777
334	-65.852
333	-19.624
332	-15.811
331	-13.048
330	-12.784
329	-11.875
328	-10.418
327	-12.726
326	-17.042
